Date,Year,Month,Day,Weekday,Product_Category,Region,Sales_Amount,Units_Sold,Promotion_Active,Holiday,Weekend,Month_End
2021-03-05,2021,3,5,4,Home & Garden,East,277.08,4,False,False,False,False
2021-03-05,2021,3,5,4,Home & Garden,West,292.54,4,False,False,False,False
2021-03-05,2021,3,5,4,Sports & Outdoors,North,280.81,4,False,False,False,False
2021-03-05,2021,3,5,4,Sports & Outdoors,South,299.81,5,False,False,False,False
2021-03-05,2021,3,5,4,Sports & Outdoors,East,277.35,5,False,False,False,False
2021-03-05,2021,3,5,4,Sports & Outdoors,West,271.09,5,False,False,False,False
2021-03-05,2021,3,5,4,Books,North,267.36,14,False,False,False,False
2021-03-05,2021,3,5,4,Books,South,359.36,17,False,False,False,False
2021-03-05,2021,3,5,4,Books,East,284.46,14,False,False,False,False
2021-03-05,2021,3,5,4,Books,West,306.53,13,False,False,False,False
2021-03-06,2021,3,6,5,Electronics,North,465.11,0,True,False,True,False
2021-03-06,2021,3,6,5,Electronics,South,554.9,0,True,False,True,False
2021-03-06,2021,3,6,5,Electronics,East,352.15,0,False,False,True,False
2021-03-06,2021,3,6,5,Electronics,West,408.9,0,False,False,True,False
2021-03-06,2021,3,6,5,Clothing,North,501.32,11,False,False,True,False
2021-03-06,2021,3,6,5,Clothing,South,568.73,12,False,False,True,False
2021-03-06,2021,3,6,5,Clothing,East,488.82,9,False,False,True,False
2021-03-06,2021,3,6,5,Clothing,West,545.11,8,False,False,True,False
2021-03-06,2021,3,6,5,Home & Garden,North,355.02,3,False,False,True,False
2021-03-06,2021,3,6,5,Home & Garden,South,433.31,5,False,False,True,False
2021-03-06,2021,3,6,5,Home & Garden,East,478.93,7,True,False,True,False
2021-03-06,2021,3,6,5,Home & Garden,West,397.22,4,False,False,True,False
2021-03-06,2021,3,6,5,Sports & Outdoors,North,338.89,5,False,False,True,False
2021-03-06,2021,3,6,5,Sports & Outdoors,South,431.35,5,False,False,True,False
2021-03-06,2021,3,6,5,Sports & Outdoors,East,421.07,7,False,False,True,False
2021-03-06,2021,3,6,5,Sports & Outdoors,West,383.85,7,False,False,True,False
2021-03-06,2021,3,6,5,Books,North,345.73,16,False,False,True,False
2021-03-06,2021,3,6,5,Books,South,465.25,25,False,False,True,False
2021-03-06,2021,3,6,5,Books,East,419.99,19,False,False,True,False
2021-03-06,2021,3,6,5,Books,West,439.91,25,False,False,True,False
2021-03-07,2021,3,7,6,Electronics,North,346.21,0,False,False,True,False
2021-03-07,2021,3,7,6,Electronics,South,486.5,1,False,False,True,False
2021-03-07,2021,3,7,6,Electronics,East,407.27,0,False,False,True,False
2021-03-07,2021,3,7,6,Electronics,West,389.15,0,False,False,True,False
2021-03-07,2021,3,7,6,Clothing,North,482.87,11,False,False,True,False
2021-03-07,2021,3,7,6,Clothing,South,644.15,10,False,False,True,False
2021-03-07,2021,3,7,6,Clothing,East,554.95,10,False,False,True,False
2021-03-07,2021,3,7,6,Clothing,West,497.07,10,False,False,True,False
2021-03-07,2021,3,7,6,Home & Garden,North,342.75,4,False,False,True,False
2021-03-07,2021,3,7,6,Home & Garden,South,450.33,6,False,False,True,False
2021-03-07,2021,3,7,6,Home & Garden,East,409.15,6,False,False,True,False
2021-03-07,2021,3,7,6,Home & Garden,West,393.47,5,False,False,True,False
2021-03-07,2021,3,7,6,Sports & Outdoors,North,353.2,6,False,False,True,False
2021-03-07,2021,3,7,6,Sports & Outdoors,South,497.86,8,False,False,True,False
2021-03-07,2021,3,7,6,Sports & Outdoors,East,421.49,6,False,False,True,False
2021-03-07,2021,3,7,6,Sports & Outdoors,West,520.63,9,True,False,True,False
2021-03-07,2021,3,7,6,Books,North,460.36,21,True,False,True,False
2021-03-07,2021,3,7,6,Books,South,455.67,27,False,False,True,False
2021-03-07,2021,3,7,6,Books,East,549.99,29,True,False,True,False
2021-03-07,2021,3,7,6,Books,West,447.3,22,False,False,True,False
2021-03-08,2021,3,8,0,Electronics,North,255.25,0,False,False,False,False
2021-03-08,2021,3,8,0,Electronics,South,335.82,0,False,False,False,False
2021-03-08,2021,3,8,0,Electronics,East,375.28,0,True,False,False,False
2021-03-08,2021,3,8,0,Electronics,West,302.46,0,False,False,False,False
2021-03-08,2021,3,8,0,Clothing,North,312.73,6,False,False,False,False
2021-03-08,2021,3,8,0,Clothing,South,528.78,11,True,False,False,False
2021-03-08,2021,3,8,0,Clothing,East,394.19,6,False,False,False,False
2021-03-08,2021,3,8,0,Clothing,West,385.52,7,False,False,False,False
2021-03-08,2021,3,8,0,Home & Garden,North,258.69,3,False,False,False,False
2021-03-08,2021,3,8,0,Home & Garden,South,324.83,4,False,False,False,False
2021-03-08,2021,3,8,0,Home & Garden,East,253.46,2,False,False,False,False
2021-03-08,2021,3,8,0,Home & Garden,West,299.63,4,False,False,False,False
2021-03-08,2021,3,8,0,Sports & Outdoors,North,250.66,3,False,False,False,False
2021-03-08,2021,3,8,0,Sports & Outdoors,South,312.75,5,False,False,False,False
2021-03-08,2021,3,8,0,Sports & Outdoors,East,307.3,4,False,False,False,False
2021-03-08,2021,3,8,0,Sports & Outdoors,West,300.83,5,False,False,False,False
2021-03-08,2021,3,8,0,Books,North,287.39,16,False,False,False,False
2021-03-08,2021,3,8,0,Books,South,349.37,14,False,False,False,False
2021-03-08,2021,3,8,0,Books,East,302.23,15,False,False,False,False
2021-03-08,2021,3,8,0,Books,West,310.12,14,False,False,False,False
2021-03-09,2021,3,9,1,Electronics,North,242.57,0,False,False,False,False
2021-03-09,2021,3,9,1,Electronics,South,303.46,0,False,False,False,False
2021-03-09,2021,3,9,1,Electronics,East,281.46,0,False,False,False,False
2021-03-09,2021,3,9,1,Electronics,West,312.88,0,False,False,False,False
2021-03-09,2021,3,9,1,Clothing,North,329.9,7,False,False,False,False
2021-03-09,2021,3,9,1,Clothing,South,394.6,7,False,False,False,False
2021-03-09,2021,3,9,1,Clothing,East,382.21,9,False,False,False,False
2021-03-09,2021,3,9,1,Clothing,West,374.65,7,False,False,False,False
2021-03-09,2021,3,9,1,Home & Garden,North,264.29,3,False,False,False,False
2021-03-09,2021,3,9,1,Home & Garden,South,341.64,4,False,False,False,False
2021-03-09,2021,3,9,1,Home & Garden,East,278.56,3,False,False,False,False
2021-03-09,2021,3,9,1,Home & Garden,West,288.14,3,False,False,False,False
2021-03-09,2021,3,9,1,Sports & Outdoors,North,261.64,3,False,False,False,False
2021-03-09,2021,3,9,1,Sports & Outdoors,South,326.57,5,False,False,False,False
2021-03-09,2021,3,9,1,Sports & Outdoors,East,288.93,5,False,False,False,False
2021-03-09,2021,3,9,1,Sports & Outdoors,West,348.48,6,True,False,False,False
2021-03-09,2021,3,9,1,Books,North,246.27,11,False,False,False,False
2021-03-09,2021,3,9,1,Books,South,329.26,14,False,False,False,False
2021-03-09,2021,3,9,1,Books,East,307.02,13,False,False,False,False
2021-03-09,2021,3,9,1,Books,West,285.96,13,False,False,False,False
2021-03-10,2021,3,10,2,Electronics,North,323.48,0,True,False,False,False
2021-03-10,2021,3,10,2,Electronics,South,327.11,0,False,False,False,False
2021-03-10,2021,3,10,2,Electronics,East,283.1,0,False,False,False,False
2021-03-10,2021,3,10,2,Electronics,West,287.1,0,False,False,False,False
2021-03-10,2021,3,10,2,Clothing,North,317.48,5,False,False,False,False
2021-03-10,2021,3,10,2,Clothing,South,450.08,10,False,False,False,False
2021-03-10,2021,3,10,2,Clothing,East,401.5,8,False,False,False,False
2021-03-10,2021,3,10,2,Clothing,West,454.62,9,True,False,False,False
2021-03-10,2021,3,10,2,Home & Garden,North,236.58,3,False,False,False,False
2021-03-10,2021,3,10,2,Home & Garden,South,304.37,4,False,False,False,False
2021-03-10,2021,3,10,2,Home & Garden,East,292.68,3,False,False,False,False
2021-03-10,2021,3,10,2,Home & Garden,West,289.68,3,False,False,False,False
2021-03-10,2021,3,10,2,Sports & Outdoors,North,271.11,4,False,False,False,False
2021-03-10,2021,3,10,2,Sports & Outdoors,South,433.81,5,True,False,False,False
2021-03-10,2021,3,10,2,Sports & Outdoors,East,337.92,5,True,False,False,False
2021-03-10,2021,3,10,2,Sports & Outdoors,West,300.28,5,False,False,False,False
2021-03-10,2021,3,10,2,Books,North,286.92,12,False,False,False,False
2021-03-10,2021,3,10,2,Books,South,339.96,18,False,False,False,False
2021-03-10,2021,3,10,2,Books,East,308.33,12,False,False,False,False
2021-03-10,2021,3,10,2,Books,West,382.5,21,True,False,False,False
2021-03-11,2021,3,11,3,Electronics,North,254.84,0,False,False,False,False
2021-03-11,2021,3,11,3,Electronics,South,339.97,0,False,False,False,False
2021-03-11,2021,3,11,3,Electronics,East,317.0,0,False,False,False,False
2021-03-11,2021,3,11,3,Electronics,West,311.64,0,False,False,False,False
2021-03-11,2021,3,11,3,Clothing,North,414.43,7,True,False,False,False
2021-03-11,2021,3,11,3,Clothing,South,438.55,10,False,False,False,False
2021-03-11,2021,3,11,3,Clothing,East,371.33,6,False,False,False,False
2021-03-11,2021,3,11,3,Clothing,West,373.13,6,False,False,False,False
2021-03-11,2021,3,11,3,Home & Garden,North,312.68,4,True,False,False,False
2021-03-11,2021,3,11,3,Home & Garden,South,308.0,4,False,False,False,False
2021-03-11,2021,3,11,3,Home & Garden,East,276.94,4,False,False,False,False
2021-03-11,2021,3,11,3,Home & Garden,West,360.78,5,True,False,False,False
2021-03-11,2021,3,11,3,Sports & Outdoors,North,330.57,6,True,False,False,False
2021-03-11,2021,3,11,3,Sports & Outdoors,South,336.13,5,False,False,False,False
2021-03-11,2021,3,11,3,Sports & Outdoors,East,300.26,5,False,False,False,False
2021-03-11,2021,3,11,3,Sports & Outdoors,West,275.05,5,False,False,False,False
2021-03-11,2021,3,11,3,Books,North,261.61,12,False,False,False,False
2021-03-11,2021,3,11,3,Books,South,346.82,20,False,False,False,False
2021-03-11,2021,3,11,3,Books,East,407.07,18,True,False,False,False
2021-03-11,2021,3,11,3,Books,West,345.6,16,False,False,False,False
2021-03-12,2021,3,12,4,Electronics,North,260.82,0,False,False,False,False
2021-03-12,2021,3,12,4,Electronics,South,423.47,0,True,False,False,False
2021-03-12,2021,3,12,4,Electronics,East,272.41,0,False,False,False,False
2021-03-12,2021,3,12,4,Electronics,West,302.06,0,False,False,False,False
2021-03-12,2021,3,12,4,Clothing,North,374.57,8,False,False,False,False
2021-03-12,2021,3,12,4,Clothing,South,521.15,8,True,False,False,False
2021-03-12,2021,3,12,4,Clothing,East,376.45,7,False,False,False,False
2021-03-12,2021,3,12,4,Clothing,West,403.72,6,False,False,False,False
2021-03-12,2021,3,12,4,Home & Garden,North,314.54,3,True,False,False,False
2021-03-12,2021,3,12,4,Home & Garden,South,289.16,3,False,False,False,False
2021-03-12,2021,3,12,4,Home & Garden,East,278.54,3,False,False,False,False
2021-03-12,2021,3,12,4,Home & Garden,West,382.75,4,True,False,False,False
2021-03-12,2021,3,12,4,Sports & Outdoors,North,254.79,3,False,False,False,False
2021-03-12,2021,3,12,4,Sports & Outdoors,South,324.27,4,False,False,False,False
2021-03-12,2021,3,12,4,Sports & Outdoors,East,305.24,5,False,False,False,False
2021-03-12,2021,3,12,4,Sports & Outdoors,West,298.63,5,False,False,False,False
2021-03-12,2021,3,12,4,Books,North,267.81,12,False,False,False,False
2021-03-12,2021,3,12,4,Books,South,419.97,18,True,False,False,False
2021-03-12,2021,3,12,4,Books,East,355.08,16,False,False,False,False
2021-03-12,2021,3,12,4,Books,West,410.89,19,True,False,False,False
2021-03-13,2021,3,13,5,Electronics,North,368.9,0,False,False,True,False
2021-03-13,2021,3,13,5,Electronics,South,471.0,1,False,False,True,False
2021-03-13,2021,3,13,5,Electronics,East,406.77,0,False,False,True,False
2021-03-13,2021,3,13,5,Electronics,West,416.05,0,False,False,True,False
2021-03-13,2021,3,13,5,Clothing,North,472.14,9,False,False,True,False
2021-03-13,2021,3,13,5,Clothing,South,582.02,11,False,False,True,False
2021-03-13,2021,3,13,5,Clothing,East,552.74,11,False,False,True,False
2021-03-13,2021,3,13,5,Clothing,West,534.26,12,False,False,True,False
2021-03-13,2021,3,13,5,Home & Garden,North,359.7,4,False,False,True,False
2021-03-13,2021,3,13,5,Home & Garden,South,577.48,8,True,False,True,False
2021-03-13,2021,3,13,5,Home & Garden,East,409.82,4,False,False,True,False
2021-03-13,2021,3,13,5,Home & Garden,West,381.8,5,False,False,True,False
2021-03-13,2021,3,13,5,Sports & Outdoors,North,354.73,5,False,False,True,False
2021-03-13,2021,3,13,5,Sports & Outdoors,South,454.29,6,False,False,True,False
2021-03-13,2021,3,13,5,Sports & Outdoors,East,431.78,7,False,False,True,False
2021-03-13,2021,3,13,5,Sports & Outdoors,West,430.6,6,False,False,True,False
2021-03-13,2021,3,13,5,Books,North,368.16,15,False,False,True,False
2021-03-13,2021,3,13,5,Books,South,569.04,25,True,False,True,False
2021-03-13,2021,3,13,5,Books,East,486.38,21,False,False,True,False
2021-03-13,2021,3,13,5,Books,West,443.14,18,False,False,True,False
2021-03-14,2021,3,14,6,Electronics,North,335.9,0,False,False,True,False
2021-03-14,2021,3,14,6,Electronics,South,446.17,1,False,False,True,False
2021-03-14,2021,3,14,6,Electronics,East,430.87,0,False,False,True,False
2021-03-14,2021,3,14,6,Electronics,West,452.75,0,False,False,True,False
2021-03-14,2021,3,14,6,Clothing,North,523.11,11,False,False,True,False
2021-03-14,2021,3,14,6,Clothing,South,620.68,10,False,False,True,False
2021-03-14,2021,3,14,6,Clothing,East,589.94,13,True,False,True,False
2021-03-14,2021,3,14,6,Clothing,West,543.68,11,False,False,True,False
2021-03-14,2021,3,14,6,Home & Garden,North,334.87,4,False,False,True,False
2021-03-14,2021,3,14,6,Home & Garden,South,450.88,5,False,False,True,False
2021-03-14,2021,3,14,6,Home & Garden,East,478.64,6,True,False,True,False
2021-03-14,2021,3,14,6,Home & Garden,West,392.67,4,False,False,True,False
2021-03-14,2021,3,14,6,Sports & Outdoors,North,472.98,6,True,False,True,False
2021-03-14,2021,3,14,6,Sports & Outdoors,South,456.35,7,False,False,True,False
2021-03-14,2021,3,14,6,Sports & Outdoors,East,406.11,7,False,False,True,False
2021-03-14,2021,3,14,6,Sports & Outdoors,West,411.25,5,False,False,True,False
2021-03-14,2021,3,14,6,Books,North,432.23,22,False,False,True,False
2021-03-14,2021,3,14,6,Books,South,459.33,24,False,False,True,False
2021-03-14,2021,3,14,6,Books,East,440.36,24,False,False,True,False
2021-03-14,2021,3,14,6,Books,West,472.45,26,False,False,True,False
2021-03-15,2021,3,15,0,Electronics,North,257.36,0,False,False,False,False
2021-03-15,2021,3,15,0,Electronics,South,348.52,0,False,False,False,False
2021-03-15,2021,3,15,0,Electronics,East,273.89,0,False,False,False,False
2021-03-15,2021,3,15,0,Electronics,West,290.26,0,False,False,False,False
2021-03-15,2021,3,15,0,Clothing,North,410.64,7,True,False,False,False
2021-03-15,2021,3,15,0,Clothing,South,434.14,9,False,False,False,False
2021-03-15,2021,3,15,0,Clothing,East,388.03,6,False,False,False,False
2021-03-15,2021,3,15,0,Clothing,West,389.99,8,False,False,False,False
2021-03-15,2021,3,15,0,Home & Garden,North,262.98,4,False,False,False,False
2021-03-15,2021,3,15,0,Home & Garden,South,285.01,3,False,False,False,False
2021-03-15,2021,3,15,0,Home & Garden,East,277.99,3,False,False,False,False
2021-03-15,2021,3,15,0,Home & Garden,West,289.71,4,False,False,False,False
2021-03-15,2021,3,15,0,Sports & Outdoors,North,235.17,3,False,False,False,False
2021-03-15,2021,3,15,0,Sports & Outdoors,South,340.53,5,False,False,False,False
2021-03-15,2021,3,15,0,Sports & Outdoors,East,285.7,4,False,False,False,False
2021-03-15,2021,3,15,0,Sports & Outdoors,West,292.19,4,False,False,False,False
2021-03-15,2021,3,15,0,Books,North,285.54,15,False,False,False,False
2021-03-15,2021,3,15,0,Books,South,462.49,18,True,False,False,False
2021-03-15,2021,3,15,0,Books,East,320.67,15,False,False,False,False
2021-03-15,2021,3,15,0,Books,West,292.89,11,False,False,False,False
2021-03-16,2021,3,16,1,Electronics,North,266.15,0,False,False,False,False
2021-03-16,2021,3,16,1,Electronics,South,339.88,0,False,False,False,False
2021-03-16,2021,3,16,1,Electronics,East,375.46,0,True,False,False,False
2021-03-16,2021,3,16,1,Electronics,West,315.03,0,False,False,False,False
2021-03-16,2021,3,16,1,Clothing,North,344.14,5,False,False,False,False
2021-03-16,2021,3,16,1,Clothing,South,466.92,9,False,False,False,False
2021-03-16,2021,3,16,1,Clothing,East,416.76,7,False,False,False,False
2021-03-16,2021,3,16,1,Clothing,West,403.02,7,False,False,False,False
2021-03-16,2021,3,16,1,Home & Garden,North,256.34,3,False,False,False,False
2021-03-16,2021,3,16,1,Home & Garden,South,411.16,6,True,False,False,False
2021-03-16,2021,3,16,1,Home & Garden,East,311.44,4,False,False,False,False
2021-03-16,2021,3,16,1,Home & Garden,West,302.42,4,False,False,False,False
2021-03-16,2021,3,16,1,Sports & Outdoors,North,246.46,4,False,False,False,False
2021-03-16,2021,3,16,1,Sports & Outdoors,South,337.34,6,False,False,False,False
2021-03-16,2021,3,16,1,Sports & Outdoors,East,282.8,4,False,False,False,False
2021-03-16,2021,3,16,1,Sports & Outdoors,West,285.69,4,False,False,False,False
2021-03-16,2021,3,16,1,Books,North,335.66,19,True,False,False,False
2021-03-16,2021,3,16,1,Books,South,323.74,16,False,False,False,False
2021-03-16,2021,3,16,1,Books,East,296.8,16,False,False,False,False
2021-03-16,2021,3,16,1,Books,West,334.53,17,False,False,False,False
2021-03-17,2021,3,17,2,Electronics,North,250.26,0,False,False,False,False
2021-03-17,2021,3,17,2,Electronics,South,343.42,0,False,False,False,False
2021-03-17,2021,3,17,2,Electronics,East,370.74,0,True,False,False,False
2021-03-17,2021,3,17,2,Electronics,West,302.2,0,False,False,False,False
2021-03-17,2021,3,17,2,Clothing,North,353.44,6,False,False,False,False
2021-03-17,2021,3,17,2,Clothing,South,520.09,10,True,False,False,False
2021-03-17,2021,3,17,2,Clothing,East,508.16,11,True,False,False,False
2021-03-17,2021,3,17,2,Clothing,West,365.95,8,False,False,False,False
2021-03-17,2021,3,17,2,Home & Garden,North,244.09,2,False,False,False,False
2021-03-17,2021,3,17,2,Home & Garden,South,331.24,4,False,False,False,False
2021-03-17,2021,3,17,2,Home & Garden,East,272.9,2,False,False,False,False
2021-03-17,2021,3,17,2,Home & Garden,West,259.19,3,False,False,False,False
2021-03-17,2021,3,17,2,Sports & Outdoors,North,264.78,3,False,False,False,False
2021-03-17,2021,3,17,2,Sports & Outdoors,South,305.29,5,False,False,False,False
2021-03-17,2021,3,17,2,Sports & Outdoors,East,305.76,5,False,False,False,False
2021-03-17,2021,3,17,2,Sports & Outdoors,West,291.25,4,False,False,False,False
2021-03-17,2021,3,17,2,Books,North,278.5,12,False,False,False,False
2021-03-17,2021,3,17,2,Books,South,354.12,18,False,False,False,False
2021-03-17,2021,3,17,2,Books,East,323.04,18,False,False,False,False
2021-03-17,2021,3,17,2,Books,West,320.79,19,False,False,False,False
2021-03-18,2021,3,18,3,Electronics,North,245.96,0,False,False,False,False
2021-03-18,2021,3,18,3,Electronics,South,407.22,0,True,False,False,False
2021-03-18,2021,3,18,3,Electronics,East,299.38,0,False,False,False,False
2021-03-18,2021,3,18,3,Electronics,West,315.54,0,False,False,False,False
2021-03-18,2021,3,18,3,Clothing,North,354.36,7,False,False,False,False
2021-03-18,2021,3,18,3,Clothing,South,466.46,7,False,False,False,False
2021-03-18,2021,3,18,3,Clothing,East,398.09,8,False,False,False,False
2021-03-18,2021,3,18,3,Clothing,West,411.84,8,False,False,False,False
2021-03-18,2021,3,18,3,Home & Garden,North,256.36,3,False,False,False,False
2021-03-18,2021,3,18,3,Home & Garden,South,339.1,5,False,False,False,False
2021-03-18,2021,3,18,3,Home & Garden,East,282.68,4,False,False,False,False
2021-03-18,2021,3,18,3,Home & Garden,West,310.23,3,False,False,False,False
2021-03-18,2021,3,18,3,Sports & Outdoors,North,267.09,5,False,False,False,False
2021-03-18,2021,3,18,3,Sports & Outdoors,South,385.55,7,True,False,False,False
2021-03-18,2021,3,18,3,Sports & Outdoors,East,301.56,4,False,False,False,False
2021-03-18,2021,3,18,3,Sports & Outdoors,West,265.02,5,False,False,False,False
2021-03-18,2021,3,18,3,Books,North,282.79,14,False,False,False,False
2021-03-18,2021,3,18,3,Books,South,364.45,14,False,False,False,False
2021-03-18,2021,3,18,3,Books,East,427.57,22,True,False,False,False
2021-03-18,2021,3,18,3,Books,West,303.73,14,False,False,False,False
2021-03-19,2021,3,19,4,Electronics,North,284.94,0,False,False,False,False
2021-03-19,2021,3,19,4,Electronics,South,330.31,0,False,False,False,False
2021-03-19,2021,3,19,4,Electronics,East,283.92,0,False,False,False,False
2021-03-19,2021,3,19,4,Electronics,West,359.63,0,True,False,False,False
2021-03-19,2021,3,19,4,Clothing,North,353.83,6,False,False,False,False
2021-03-19,2021,3,19,4,Clothing,South,418.73,8,False,False,False,False
2021-03-19,2021,3,19,4,Clothing,East,384.51,6,False,False,False,False
2021-03-19,2021,3,19,4,Clothing,West,397.76,8,False,False,False,False
2021-03-19,2021,3,19,4,Home & Garden,North,273.2,4,False,False,False,False
2021-03-19,2021,3,19,4,Home & Garden,South,336.42,5,False,False,False,False
2021-03-19,2021,3,19,4,Home & Garden,East,288.7,3,False,False,False,False
2021-03-19,2021,3,19,4,Home & Garden,West,296.11,3,False,False,False,False
2021-03-19,2021,3,19,4,Sports & Outdoors,North,330.08,5,True,False,False,False
2021-03-19,2021,3,19,4,Sports & Outdoors,South,312.97,6,False,False,False,False
2021-03-19,2021,3,19,4,Sports & Outdoors,East,403.15,6,True,False,False,False
2021-03-19,2021,3,19,4,Sports & Outdoors,West,319.82,4,False,False,False,False
2021-03-19,2021,3,19,4,Books,North,341.88,14,True,False,False,False
2021-03-19,2021,3,19,4,Books,South,341.49,17,False,False,False,False
2021-03-19,2021,3,19,4,Books,East,294.32,16,False,False,False,False
2021-03-19,2021,3,19,4,Books,West,321.66,18,False,False,False,False
2021-03-20,2021,3,20,5,Electronics,North,375.2,0,False,False,True,False
2021-03-20,2021,3,20,5,Electronics,South,444.34,0,False,False,True,False
2021-03-20,2021,3,20,5,Electronics,East,523.23,1,True,False,True,False
2021-03-20,2021,3,20,5,Electronics,West,430.31,0,False,False,True,False
2021-03-20,2021,3,20,5,Clothing,North,469.98,11,False,False,True,False
2021-03-20,2021,3,20,5,Clothing,South,607.98,13,False,False,True,False
2021-03-20,2021,3,20,5,Clothing,East,542.58,8,False,False,True,False
2021-03-20,2021,3,20,5,Clothing,West,527.76,9,False,False,True,False
2021-03-20,2021,3,20,5,Home & Garden,North,352.17,4,False,False,True,False
2021-03-20,2021,3,20,5,Home & Garden,South,521.5,5,True,False,True,False
2021-03-20,2021,3,20,5,Home & Garden,East,398.59,6,False,False,True,False
2021-03-20,2021,3,20,5,Home & Garden,West,398.89,5,False,False,True,False
2021-03-20,2021,3,20,5,Sports & Outdoors,North,364.62,5,False,False,True,False
2021-03-20,2021,3,20,5,Sports & Outdoors,South,476.66,8,False,False,True,False
2021-03-20,2021,3,20,5,Sports & Outdoors,East,390.62,5,False,False,True,False
2021-03-20,2021,3,20,5,Sports & Outdoors,West,393.97,5,False,False,True,False
2021-03-20,2021,3,20,5,Books,North,369.93,19,False,False,True,False
2021-03-20,2021,3,20,5,Books,South,457.93,18,False,False,True,False
2021-03-20,2021,3,20,5,Books,East,450.21,19,False,False,True,False
2021-03-20,2021,3,20,5,Books,West,425.02,19,False,False,True,False
2021-03-21,2021,3,21,6,Electronics,North,363.65,0,False,False,True,False
2021-03-21,2021,3,21,6,Electronics,South,443.89,0,False,False,True,False
2021-03-21,2021,3,21,6,Electronics,East,508.06,1,True,False,True,False
2021-03-21,2021,3,21,6,Electronics,West,525.15,1,True,False,True,False
2021-03-21,2021,3,21,6,Clothing,North,491.52,8,False,False,True,False
2021-03-21,2021,3,21,6,Clothing,South,583.95,11,False,False,True,False
2021-03-21,2021,3,21,6,Clothing,East,546.73,10,False,False,True,False
2021-03-21,2021,3,21,6,Clothing,West,526.08,11,False,False,True,False
2021-03-21,2021,3,21,6,Home & Garden,North,353.64,4,False,False,True,False
2021-03-21,2021,3,21,6,Home & Garden,South,438.34,6,False,False,True,False
2021-03-21,2021,3,21,6,Home & Garden,East,441.26,6,False,False,True,False
2021-03-21,2021,3,21,6,Home & Garden,West,420.68,6,False,False,True,False
2021-03-21,2021,3,21,6,Sports & Outdoors,North,373.42,7,False,False,True,False
2021-03-21,2021,3,21,6,Sports & Outdoors,South,421.16,8,False,False,True,False
2021-03-21,2021,3,21,6,Sports & Outdoors,East,410.34,6,False,False,True,False
2021-03-21,2021,3,21,6,Sports & Outdoors,West,542.16,8,True,False,True,False
2021-03-21,2021,3,21,6,Books,North,384.14,19,False,False,True,False
2021-03-21,2021,3,21,6,Books,South,531.95,30,False,False,True,False
2021-03-21,2021,3,21,6,Books,East,458.49,22,False,False,True,False
2021-03-21,2021,3,21,6,Books,West,429.65,20,False,False,True,False
2021-03-22,2021,3,22,0,Electronics,North,280.84,0,False,False,False,False
2021-03-22,2021,3,22,0,Electronics,South,326.99,0,False,False,False,False
2021-03-22,2021,3,22,0,Electronics,East,324.19,0,False,False,False,False
2021-03-22,2021,3,22,0,Electronics,West,320.08,0,False,False,False,False
2021-03-22,2021,3,22,0,Clothing,North,350.59,6,False,False,False,False
2021-03-22,2021,3,22,0,Clothing,South,406.37,8,False,False,False,False
2021-03-22,2021,3,22,0,Clothing,East,396.85,6,False,False,False,False
2021-03-22,2021,3,22,0,Clothing,West,371.06,6,False,False,False,False
2021-03-22,2021,3,22,0,Home & Garden,North,308.29,4,True,False,False,False
2021-03-22,2021,3,22,0,Home & Garden,South,393.77,4,True,False,False,False
2021-03-22,2021,3,22,0,Home & Garden,East,273.08,3,False,False,False,False
2021-03-22,2021,3,22,0,Home & Garden,West,292.24,4,False,False,False,False
2021-03-22,2021,3,22,0,Sports & Outdoors,North,252.49,4,False,False,False,False
2021-03-22,2021,3,22,0,Sports & Outdoors,South,329.48,6,False,False,False,False
2021-03-22,2021,3,22,0,Sports & Outdoors,East,289.7,5,False,False,False,False
2021-03-22,2021,3,22,0,Sports & Outdoors,West,304.81,4,False,False,False,False
2021-03-22,2021,3,22,0,Books,North,281.02,12,False,False,False,False
2021-03-22,2021,3,22,0,Books,South,345.11,15,False,False,False,False
2021-03-22,2021,3,22,0,Books,East,321.32,17,False,False,False,False
2021-03-22,2021,3,22,0,Books,West,332.18,14,False,False,False,False
2021-03-23,2021,3,23,1,Electronics,North,233.6,0,False,False,False,False
2021-03-23,2021,3,23,1,Electronics,South,322.24,0,False,False,False,False
2021-03-23,2021,3,23,1,Electronics,East,282.5,0,False,False,False,False
2021-03-23,2021,3,23,1,Electronics,West,286.48,0,False,False,False,False
2021-03-23,2021,3,23,1,Clothing,North,384.0,8,True,False,False,False
2021-03-23,2021,3,23,1,Clothing,South,491.97,8,True,False,False,False
2021-03-23,2021,3,23,1,Clothing,East,339.08,7,False,False,False,False
2021-03-23,2021,3,23,1,Clothing,West,383.26,9,False,False,False,False
2021-03-23,2021,3,23,1,Home & Garden,North,247.94,3,False,False,False,False
2021-03-23,2021,3,23,1,Home & Garden,South,346.59,4,False,False,False,False
2021-03-23,2021,3,23,1,Home & Garden,East,291.41,4,False,False,False,False
2021-03-23,2021,3,23,1,Home & Garden,West,258.54,4,False,False,False,False
2021-03-23,2021,3,23,1,Sports & Outdoors,North,268.87,3,False,False,False,False
2021-03-23,2021,3,23,1,Sports & Outdoors,South,399.23,5,False,False,False,False
2021-03-23,2021,3,23,1,Sports & Outdoors,East,266.91,5,False,False,False,False
2021-03-23,2021,3,23,1,Sports & Outdoors,West,404.57,5,True,False,False,False
