Date,Year,Month,Day,Weekday,Product_Category,Region,Sales_Amount,Units_Sold,Promotion_Active,Holiday,Weekend,Month_End,Sales_Amount_Capped,Quarter,Day_Of_Year,Is_Weekend,Is_Month_End,Season,Days_Since_Start,Category_Encoded,Region_Encoded,Season_Encoded
2021-07-20,2021,7,20,1,Clothing,East,260.99,5,False,False,False,False,260.99,3,201,0,0,Summer,200,1,0,2
2021-07-20,2021,7,20,1,Clothing,West,286.79,5,False,False,False,False,286.79,3,201,0,0,Summer,200,1,3,2
2021-07-20,2021,7,20,1,Home & Garden,North,340.9,5,False,False,False,False,340.9,3,201,0,0,Summer,200,3,1,2
2021-07-20,2021,7,20,1,Home & Garden,South,459.93,5,False,False,False,False,459.93,3,201,0,0,Summer,200,3,2,2
2021-07-20,2021,7,20,1,Home & Garden,East,542.61,6,True,False,False,False,542.61,3,201,0,0,Summer,200,3,0,2
2021-07-20,2021,7,20,1,Home & Garden,West,388.01,5,False,False,False,False,388.01,3,201,0,0,Summer,200,3,3,2
2021-07-20,2021,7,20,1,Sports & Outdoors,North,401.75,5,False,False,False,False,401.75,3,201,0,0,Summer,200,4,1,2
2021-07-20,2021,7,20,1,Sports & Outdoors,South,461.52,8,False,False,False,False,461.52,3,201,0,0,Summer,200,4,2,2
2021-07-20,2021,7,20,1,Sports & Outdoors,East,402.1,5,False,False,False,False,402.1,3,201,0,0,Summer,200,4,0,2
2021-07-20,2021,7,20,1,Sports & Outdoors,West,434.16,6,False,False,False,False,434.16,3,201,0,0,Summer,200,4,3,2
2021-07-20,2021,7,20,1,Books,North,274.96,13,False,False,False,False,274.96,3,201,0,0,Summer,200,0,1,2
2021-07-20,2021,7,20,1,Books,South,357.72,18,False,False,False,False,357.72,3,201,0,0,Summer,200,0,2,2
2021-07-20,2021,7,20,1,Books,East,320.47,18,False,False,False,False,320.47,3,201,0,0,Summer,200,0,0,2
2021-07-20,2021,7,20,1,Books,West,330.11,16,False,False,False,False,330.11,3,201,0,0,Summer,200,0,3,2
2021-07-21,2021,7,21,2,Electronics,North,324.42,0,True,False,False,False,324.42,3,202,0,0,Summer,201,2,1,2
2021-07-21,2021,7,21,2,Electronics,South,410.61,0,True,False,False,False,410.61,3,202,0,0,Summer,201,2,2,2
2021-07-21,2021,7,21,2,Electronics,East,290.25,0,False,False,False,False,290.25,3,202,0,0,Summer,201,2,0,2
2021-07-21,2021,7,21,2,Electronics,West,303.66,0,False,False,False,False,303.66,3,202,0,0,Summer,201,2,3,2
2021-07-21,2021,7,21,2,Clothing,North,247.26,4,False,False,False,False,247.26,3,202,0,0,Summer,201,1,1,2
2021-07-21,2021,7,21,2,Clothing,South,345.1,6,False,False,False,False,345.1,3,202,0,0,Summer,201,1,2,2
2021-07-21,2021,7,21,2,Clothing,East,289.1,4,False,False,False,False,289.1,3,202,0,0,Summer,201,1,0,2
2021-07-21,2021,7,21,2,Clothing,West,264.35,4,False,False,False,False,264.35,3,202,0,0,Summer,201,1,3,2
2021-07-21,2021,7,21,2,Home & Garden,North,363.84,4,False,False,False,False,363.84,3,202,0,0,Summer,201,3,1,2
2021-07-21,2021,7,21,2,Home & Garden,South,466.85,6,False,False,False,False,466.85,3,202,0,0,Summer,201,3,2,2
2021-07-21,2021,7,21,2,Home & Garden,East,434.96,6,False,False,False,False,434.96,3,202,0,0,Summer,201,3,0,2
2021-07-21,2021,7,21,2,Home & Garden,West,392.13,5,False,False,False,False,392.13,3,202,0,0,Summer,201,3,3,2
2021-07-21,2021,7,21,2,Sports & Outdoors,North,441.05,6,True,False,False,False,441.05,3,202,0,0,Summer,201,4,1,2
2021-07-21,2021,7,21,2,Sports & Outdoors,South,606.46,9,True,False,False,False,606.46,3,202,0,0,Summer,201,4,2,2
2021-07-21,2021,7,21,2,Sports & Outdoors,East,443.82,6,False,False,False,False,443.82,3,202,0,0,Summer,201,4,0,2
2021-07-21,2021,7,21,2,Sports & Outdoors,West,403.09,5,False,False,False,False,403.09,3,202,0,0,Summer,201,4,3,2
2021-07-21,2021,7,21,2,Books,North,285.47,12,False,False,False,False,285.47,3,202,0,0,Summer,201,0,1,2
2021-07-21,2021,7,21,2,Books,South,357.41,18,False,False,False,False,357.41,3,202,0,0,Summer,201,0,2,2
2021-07-21,2021,7,21,2,Books,East,308.16,15,False,False,False,False,308.16,3,202,0,0,Summer,201,0,0,2
2021-07-21,2021,7,21,2,Books,West,318.18,17,False,False,False,False,318.18,3,202,0,0,Summer,201,0,3,2
2021-07-22,2021,7,22,3,Electronics,North,274.47,0,False,False,False,False,274.47,3,203,0,0,Summer,202,2,1,2
2021-07-22,2021,7,22,3,Electronics,South,331.98,0,False,False,False,False,331.98,3,203,0,0,Summer,202,2,2,2
2021-07-22,2021,7,22,3,Electronics,East,293.35,0,False,False,False,False,293.35,3,203,0,0,Summer,202,2,0,2
2021-07-22,2021,7,22,3,Electronics,West,304.77,0,False,False,False,False,304.77,3,203,0,0,Summer,202,2,3,2
2021-07-22,2021,7,22,3,Clothing,North,268.72,4,False,False,False,False,268.72,3,203,0,0,Summer,202,1,1,2
2021-07-22,2021,7,22,3,Clothing,South,307.28,5,False,False,False,False,307.28,3,203,0,0,Summer,202,1,2,2
2021-07-22,2021,7,22,3,Clothing,East,292.79,5,False,False,False,False,292.79,3,203,0,0,Summer,202,1,0,2
2021-07-22,2021,7,22,3,Clothing,West,283.08,6,False,False,False,False,283.08,3,203,0,0,Summer,202,1,3,2
2021-07-22,2021,7,22,3,Home & Garden,North,358.9,4,False,False,False,False,358.9,3,203,0,0,Summer,202,3,1,2
2021-07-22,2021,7,22,3,Home & Garden,South,471.45,6,False,False,False,False,471.45,3,203,0,0,Summer,202,3,2,2
2021-07-22,2021,7,22,3,Home & Garden,East,401.2,5,False,False,False,False,401.2,3,203,0,0,Summer,202,3,0,2
2021-07-22,2021,7,22,3,Home & Garden,West,365.76,5,False,False,False,False,365.76,3,203,0,0,Summer,202,3,3,2
2021-07-22,2021,7,22,3,Sports & Outdoors,North,367.16,6,False,False,False,False,367.16,3,203,0,0,Summer,202,4,1,2
2021-07-22,2021,7,22,3,Sports & Outdoors,South,492.47,9,False,False,False,False,492.47,3,203,0,0,Summer,202,4,2,2
2021-07-22,2021,7,22,3,Sports & Outdoors,East,428.38,6,False,False,False,False,428.38,3,203,0,0,Summer,202,4,0,2
2021-07-22,2021,7,22,3,Sports & Outdoors,West,416.76,7,False,False,False,False,416.76,3,203,0,0,Summer,202,4,3,2
2021-07-22,2021,7,22,3,Books,North,283.54,12,False,False,False,False,283.54,3,203,0,0,Summer,202,0,1,2
2021-07-22,2021,7,22,3,Books,South,359.53,19,False,False,False,False,359.53,3,203,0,0,Summer,202,0,2,2
2021-07-22,2021,7,22,3,Books,East,292.07,16,False,False,False,False,292.07,3,203,0,0,Summer,202,0,0,2
2021-07-22,2021,7,22,3,Books,West,322.48,16,False,False,False,False,322.48,3,203,0,0,Summer,202,0,3,2
2021-07-23,2021,7,23,4,Electronics,North,243.66,0,False,False,False,False,243.66,3,204,0,0,Summer,203,2,1,2
2021-07-23,2021,7,23,4,Electronics,South,350.27,0,False,False,False,False,350.27,3,204,0,0,Summer,203,2,2,2
2021-07-23,2021,7,23,4,Electronics,East,276.58,0,False,False,False,False,276.58,3,204,0,0,Summer,203,2,0,2
2021-07-23,2021,7,23,4,Electronics,West,289.65,0,False,False,False,False,289.65,3,204,0,0,Summer,203,2,3,2
2021-07-23,2021,7,23,4,Clothing,North,245.88,4,False,False,False,False,245.88,3,204,0,0,Summer,203,1,1,2
2021-07-23,2021,7,23,4,Clothing,South,347.54,6,False,False,False,False,347.54,3,204,0,0,Summer,203,1,2,2
2021-07-23,2021,7,23,4,Clothing,East,303.85,6,False,False,False,False,303.85,3,204,0,0,Summer,203,1,0,2
2021-07-23,2021,7,23,4,Clothing,West,255.17,5,False,False,False,False,255.17,3,204,0,0,Summer,203,1,3,2
2021-07-23,2021,7,23,4,Home & Garden,North,357.76,4,False,False,False,False,357.76,3,204,0,0,Summer,203,3,1,2
2021-07-23,2021,7,23,4,Home & Garden,South,430.07,4,False,False,False,False,430.07,3,204,0,0,Summer,203,3,2,2
2021-07-23,2021,7,23,4,Home & Garden,East,410.05,5,False,False,False,False,410.05,3,204,0,0,Summer,203,3,0,2
2021-07-23,2021,7,23,4,Home & Garden,West,525.32,6,True,False,False,False,525.32,3,204,0,0,Summer,203,3,3,2
2021-07-23,2021,7,23,4,Sports & Outdoors,North,466.05,8,True,False,False,False,466.05,3,204,0,0,Summer,203,4,1,2
2021-07-23,2021,7,23,4,Sports & Outdoors,South,607.27,9,True,False,False,False,607.27,3,204,0,0,Summer,203,4,2,2
2021-07-23,2021,7,23,4,Sports & Outdoors,East,413.18,6,False,False,False,False,413.18,3,204,0,0,Summer,203,4,0,2
2021-07-23,2021,7,23,4,Sports & Outdoors,West,424.36,6,False,False,False,False,424.36,3,204,0,0,Summer,203,4,3,2
2021-07-23,2021,7,23,4,Books,North,364.0,14,True,False,False,False,364.0,3,204,0,0,Summer,203,0,1,2
2021-07-23,2021,7,23,4,Books,South,350.35,14,False,False,False,False,350.35,3,204,0,0,Summer,203,0,2,2
2021-07-23,2021,7,23,4,Books,East,382.81,17,True,False,False,False,382.81,3,204,0,0,Summer,203,0,0,2
2021-07-23,2021,7,23,4,Books,West,387.02,21,True,False,False,False,387.02,3,204,0,0,Summer,203,0,3,2
2021-07-24,2021,7,24,5,Electronics,North,361.9,0,False,False,True,False,361.9,3,205,1,0,Summer,204,2,1,2
2021-07-24,2021,7,24,5,Electronics,South,463.68,0,False,False,True,False,463.68,3,205,1,0,Summer,204,2,2,2
2021-07-24,2021,7,24,5,Electronics,East,420.64,0,False,False,True,False,420.64,3,205,1,0,Summer,204,2,0,2
2021-07-24,2021,7,24,5,Electronics,West,398.44,0,False,False,True,False,398.44,3,205,1,0,Summer,204,2,3,2
2021-07-24,2021,7,24,5,Clothing,North,367.04,8,False,False,True,False,367.04,3,205,1,0,Summer,204,1,1,2
2021-07-24,2021,7,24,5,Clothing,South,491.95,9,False,False,True,False,491.95,3,205,1,0,Summer,204,1,2,2
2021-07-24,2021,7,24,5,Clothing,East,390.85,9,False,False,True,False,390.85,3,205,1,0,Summer,204,1,0,2
2021-07-24,2021,7,24,5,Clothing,West,451.98,7,False,False,True,False,451.98,3,205,1,0,Summer,204,1,3,2
2021-07-24,2021,7,24,5,Home & Garden,North,550.63,8,False,False,True,False,550.63,3,205,1,0,Summer,204,3,1,2
2021-07-24,2021,7,24,5,Home & Garden,South,637.95,8,False,False,True,False,637.95,3,205,1,0,Summer,204,3,2,2
2021-07-24,2021,7,24,5,Home & Garden,East,565.07,6,False,False,True,False,565.07,3,205,1,0,Summer,204,3,0,2
2021-07-24,2021,7,24,5,Home & Garden,West,550.57,6,False,False,True,False,550.57,3,205,1,0,Summer,204,3,3,2
2021-07-24,2021,7,24,5,Sports & Outdoors,North,537.7,10,False,False,True,False,537.7,3,205,1,0,Summer,204,4,1,2
2021-07-24,2021,7,24,5,Sports & Outdoors,South,658.26,9,False,False,True,False,658.26,3,205,1,0,Summer,204,4,2,2
2021-07-24,2021,7,24,5,Sports & Outdoors,East,738.49,12,True,False,True,False,738.49,3,205,1,0,Summer,204,4,0,2
2021-07-24,2021,7,24,5,Sports & Outdoors,West,561.01,8,False,False,True,False,561.01,3,205,1,0,Summer,204,4,3,2
2021-07-24,2021,7,24,5,Books,North,411.87,19,False,False,True,False,411.87,3,205,1,0,Summer,204,0,1,2
2021-07-24,2021,7,24,5,Books,South,495.85,27,False,False,True,False,495.85,3,205,1,0,Summer,204,0,2,2
2021-07-24,2021,7,24,5,Books,East,424.16,24,False,False,True,False,424.16,3,205,1,0,Summer,204,0,0,2
2021-07-24,2021,7,24,5,Books,West,557.84,27,True,False,True,False,557.84,3,205,1,0,Summer,204,0,3,2
2021-07-25,2021,7,25,6,Electronics,North,454.66,0,False,False,True,True,454.66,3,206,1,1,Summer,205,2,1,2
2021-07-25,2021,7,25,6,Electronics,South,803.95,1,True,False,True,True,803.95,3,206,1,1,Summer,205,2,2,2
2021-07-25,2021,7,25,6,Electronics,East,590.34,1,False,False,True,True,590.34,3,206,1,1,Summer,205,2,0,2
2021-07-25,2021,7,25,6,Electronics,West,536.43,1,False,False,True,True,536.43,3,206,1,1,Summer,205,2,3,2
2021-07-25,2021,7,25,6,Clothing,North,484.78,9,False,False,True,True,484.78,3,206,1,1,Summer,205,1,1,2
2021-07-25,2021,7,25,6,Clothing,South,616.18,14,False,False,True,True,616.18,3,206,1,1,Summer,205,1,2,2
2021-07-25,2021,7,25,6,Clothing,East,445.56,7,False,False,True,True,445.56,3,206,1,1,Summer,205,1,0,2
2021-07-25,2021,7,25,6,Clothing,West,506.01,9,False,False,True,True,506.01,3,206,1,1,Summer,205,1,3,2
2021-07-25,2021,7,25,6,Home & Garden,North,654.93,7,False,False,True,True,654.93,3,206,1,1,Summer,205,3,1,2
2021-07-25,2021,7,25,6,Home & Garden,South,811.13,9,False,False,True,True,811.13,3,206,1,1,Summer,205,3,2,2
2021-07-25,2021,7,25,6,Home & Garden,East,891.57,10,True,False,True,True,891.57,3,206,1,1,Summer,205,3,0,2
2021-07-25,2021,7,25,6,Home & Garden,West,976.5,11,True,False,True,True,976.5,3,206,1,1,Summer,205,3,3,2
2021-07-25,2021,7,25,6,Sports & Outdoors,North,653.84,10,False,False,True,True,653.84,3,206,1,1,Summer,205,4,1,2
2021-07-25,2021,7,25,6,Sports & Outdoors,South,866.05,14,False,False,True,True,866.05,3,206,1,1,Summer,205,4,2,2
2021-07-25,2021,7,25,6,Sports & Outdoors,East,799.21,14,False,False,True,True,799.21,3,206,1,1,Summer,205,4,0,2
2021-07-25,2021,7,25,6,Sports & Outdoors,West,814.98,11,False,False,True,True,814.98,3,206,1,1,Summer,205,4,3,2
2021-07-25,2021,7,25,6,Books,North,485.27,20,False,False,True,True,485.27,3,206,1,1,Summer,205,0,1,2
2021-07-25,2021,7,25,6,Books,South,620.15,28,False,False,True,True,620.15,3,206,1,1,Summer,205,0,2,2
2021-07-25,2021,7,25,6,Books,East,588.51,31,False,False,True,True,588.51,3,206,1,1,Summer,205,0,0,2
2021-07-25,2021,7,25,6,Books,West,525.35,25,False,False,True,True,525.35,3,206,1,1,Summer,205,0,3,2
2021-07-26,2021,7,26,0,Electronics,North,321.98,0,False,False,False,True,321.98,3,207,0,1,Summer,206,2,1,2
2021-07-26,2021,7,26,0,Electronics,South,456.45,0,False,False,False,True,456.45,3,207,0,1,Summer,206,2,2,2
2021-07-26,2021,7,26,0,Electronics,East,395.88,0,False,False,False,True,395.88,3,207,0,1,Summer,206,2,0,2
2021-07-26,2021,7,26,0,Electronics,West,381.44,0,False,False,False,True,381.44,3,207,0,1,Summer,206,2,3,2
2021-07-26,2021,7,26,0,Clothing,North,420.02,8,True,False,False,True,420.02,3,207,0,1,Summer,206,1,1,2
2021-07-26,2021,7,26,0,Clothing,South,540.66,12,True,False,False,True,540.66,3,207,0,1,Summer,206,1,2,2
2021-07-26,2021,7,26,0,Clothing,East,347.33,6,False,False,False,True,347.33,3,207,0,1,Summer,206,1,0,2
2021-07-26,2021,7,26,0,Clothing,West,364.15,7,False,False,False,True,364.15,3,207,0,1,Summer,206,1,3,2
2021-07-26,2021,7,26,0,Home & Garden,North,519.83,8,False,False,False,True,519.83,3,207,0,1,Summer,206,3,1,2
2021-07-26,2021,7,26,0,Home & Garden,South,632.8,9,False,False,False,True,632.8,3,207,0,1,Summer,206,3,2,2
2021-07-26,2021,7,26,0,Home & Garden,East,534.53,8,False,False,False,True,534.53,3,207,0,1,Summer,206,3,0,2
2021-07-26,2021,7,26,0,Home & Garden,West,536.11,6,False,False,False,True,536.11,3,207,0,1,Summer,206,3,3,2
2021-07-26,2021,7,26,0,Sports & Outdoors,North,476.64,9,False,False,False,True,476.64,3,207,0,1,Summer,206,4,1,2
2021-07-26,2021,7,26,0,Sports & Outdoors,South,554.94,9,False,False,False,True,554.94,3,207,0,1,Summer,206,4,2,2
2021-07-26,2021,7,26,0,Sports & Outdoors,East,526.36,7,False,False,False,True,526.36,3,207,0,1,Summer,206,4,0,2
2021-07-26,2021,7,26,0,Sports & Outdoors,West,553.8,10,False,False,False,True,553.8,3,207,0,1,Summer,206,4,3,2
2021-07-26,2021,7,26,0,Books,North,357.51,16,False,False,False,True,357.51,3,207,0,1,Summer,206,0,1,2
2021-07-26,2021,7,26,0,Books,South,441.82,20,False,False,False,True,441.82,3,207,0,1,Summer,206,0,2,2
2021-07-26,2021,7,26,0,Books,East,396.92,20,False,False,False,True,396.92,3,207,0,1,Summer,206,0,0,2
2021-07-26,2021,7,26,0,Books,West,445.13,18,False,False,False,True,445.13,3,207,0,1,Summer,206,0,3,2
2021-07-27,2021,7,27,1,Electronics,North,328.97,0,False,False,False,True,328.97,3,208,0,1,Summer,207,2,1,2
2021-07-27,2021,7,27,1,Electronics,South,454.81,0,False,False,False,True,454.81,3,208,0,1,Summer,207,2,2,2
2021-07-27,2021,7,27,1,Electronics,East,486.68,1,True,False,False,True,486.68,3,208,0,1,Summer,207,2,0,2
2021-07-27,2021,7,27,1,Electronics,West,473.81,0,True,False,False,True,473.81,3,208,0,1,Summer,207,2,3,2
2021-07-27,2021,7,27,1,Clothing,North,394.25,7,True,False,False,True,394.25,3,208,0,1,Summer,207,1,1,2
2021-07-27,2021,7,27,1,Clothing,South,431.11,9,False,False,False,True,431.11,3,208,0,1,Summer,207,1,2,2
2021-07-27,2021,7,27,1,Clothing,East,391.9,7,False,False,False,True,391.9,3,208,0,1,Summer,207,1,0,2
2021-07-27,2021,7,27,1,Clothing,West,386.8,8,False,False,False,True,386.8,3,208,0,1,Summer,207,1,3,2
2021-07-27,2021,7,27,1,Home & Garden,North,434.71,6,False,False,False,True,434.71,3,208,0,1,Summer,207,3,1,2
2021-07-27,2021,7,27,1,Home & Garden,South,576.34,9,False,False,False,True,576.34,3,208,0,1,Summer,207,3,2,2
2021-07-27,2021,7,27,1,Home & Garden,East,517.55,7,False,False,False,True,517.55,3,208,0,1,Summer,207,3,0,2
2021-07-27,2021,7,27,1,Home & Garden,West,477.54,6,False,False,False,True,477.54,3,208,0,1,Summer,207,3,3,2
2021-07-27,2021,7,27,1,Sports & Outdoors,North,610.2,8,True,False,False,True,610.2,3,208,0,1,Summer,207,4,1,2
2021-07-27,2021,7,27,1,Sports & Outdoors,South,625.69,12,False,False,False,True,625.69,3,208,0,1,Summer,207,4,2,2
2021-07-27,2021,7,27,1,Sports & Outdoors,East,557.66,9,False,False,False,True,557.66,3,208,0,1,Summer,207,4,0,2
2021-07-27,2021,7,27,1,Sports & Outdoors,West,691.13,13,True,False,False,True,691.13,3,208,0,1,Summer,207,4,3,2
2021-07-27,2021,7,27,1,Books,North,359.98,20,False,False,False,True,359.98,3,208,0,1,Summer,207,0,1,2
2021-07-27,2021,7,27,1,Books,South,446.9,19,False,False,False,True,446.9,3,208,0,1,Summer,207,0,2,2
2021-07-27,2021,7,27,1,Books,East,511.24,29,True,False,False,True,511.24,3,208,0,1,Summer,207,0,0,2
2021-07-27,2021,7,27,1,Books,West,422.09,22,False,False,False,True,422.09,3,208,0,1,Summer,207,0,3,2
2021-07-28,2021,7,28,2,Electronics,North,358.9,0,False,False,False,True,358.9,3,209,0,1,Summer,208,2,1,2
2021-07-28,2021,7,28,2,Electronics,South,430.93,0,False,False,False,True,430.93,3,209,0,1,Summer,208,2,2,2
2021-07-28,2021,7,28,2,Electronics,East,384.1,0,False,False,False,True,384.1,3,209,0,1,Summer,208,2,0,2
2021-07-28,2021,7,28,2,Electronics,West,348.08,0,False,False,False,True,348.08,3,209,0,1,Summer,208,2,3,2
2021-07-28,2021,7,28,2,Clothing,North,333.73,7,False,False,False,True,333.73,3,209,0,1,Summer,208,1,1,2
2021-07-28,2021,7,28,2,Clothing,South,445.25,7,False,False,False,True,445.25,3,209,0,1,Summer,208,1,2,2
2021-07-28,2021,7,28,2,Clothing,East,370.09,7,False,False,False,True,370.09,3,209,0,1,Summer,208,1,0,2
2021-07-28,2021,7,28,2,Clothing,West,368.71,7,False,False,False,True,368.71,3,209,0,1,Summer,208,1,3,2
2021-07-28,2021,7,28,2,Home & Garden,North,455.67,4,False,False,False,True,455.67,3,209,0,1,Summer,208,3,1,2
2021-07-28,2021,7,28,2,Home & Garden,South,611.72,7,False,False,False,True,611.72,3,209,0,1,Summer,208,3,2,2
2021-07-28,2021,7,28,2,Home & Garden,East,478.25,6,False,False,False,True,478.25,3,209,0,1,Summer,208,3,0,2
2021-07-28,2021,7,28,2,Home & Garden,West,558.85,8,False,False,False,True,558.85,3,209,0,1,Summer,208,3,3,2
2021-07-28,2021,7,28,2,Sports & Outdoors,North,471.25,7,False,False,False,True,471.25,3,209,0,1,Summer,208,4,1,2
2021-07-28,2021,7,28,2,Sports & Outdoors,South,618.79,10,False,False,False,True,618.79,3,209,0,1,Summer,208,4,2,2
2021-07-28,2021,7,28,2,Sports & Outdoors,East,562.84,8,False,False,False,True,562.84,3,209,0,1,Summer,208,4,0,2
2021-07-28,2021,7,28,2,Sports & Outdoors,West,516.97,6,False,False,False,True,516.97,3,209,0,1,Summer,208,4,3,2
2021-07-28,2021,7,28,2,Books,North,456.58,22,True,False,False,True,456.58,3,209,0,1,Summer,208,0,1,2
2021-07-28,2021,7,28,2,Books,South,459.58,18,False,False,False,True,459.58,3,209,0,1,Summer,208,0,2,2
2021-07-28,2021,7,28,2,Books,East,391.93,20,False,False,False,True,391.93,3,209,0,1,Summer,208,0,0,2
2021-07-28,2021,7,28,2,Books,West,436.87,20,False,False,False,True,436.87,3,209,0,1,Summer,208,0,3,2
2021-07-29,2021,7,29,3,Electronics,North,331.58,0,False,False,False,True,331.58,3,210,0,1,Summer,209,2,1,2
2021-07-29,2021,7,29,3,Electronics,South,403.9,0,False,False,False,True,403.9,3,210,0,1,Summer,209,2,2,2
2021-07-29,2021,7,29,3,Electronics,East,383.81,0,False,False,False,True,383.81,3,210,0,1,Summer,209,2,0,2
2021-07-29,2021,7,29,3,Electronics,West,444.75,0,True,False,False,True,444.75,3,210,0,1,Summer,209,2,3,2
2021-07-29,2021,7,29,3,Clothing,North,319.74,6,False,False,False,True,319.74,3,210,0,1,Summer,209,1,1,2
2021-07-29,2021,7,29,3,Clothing,South,422.45,6,False,False,False,True,422.45,3,210,0,1,Summer,209,1,2,2
2021-07-29,2021,7,29,3,Clothing,East,343.59,6,False,False,False,True,343.59,3,210,0,1,Summer,209,1,0,2
2021-07-29,2021,7,29,3,Clothing,West,383.45,7,False,False,False,True,383.45,3,210,0,1,Summer,209,1,3,2
2021-07-29,2021,7,29,3,Home & Garden,North,466.33,6,False,False,False,True,466.33,3,210,0,1,Summer,209,3,1,2
2021-07-29,2021,7,29,3,Home & Garden,South,614.1,7,False,False,False,True,614.1,3,210,0,1,Summer,209,3,2,2
2021-07-29,2021,7,29,3,Home & Garden,East,547.98,7,False,False,False,True,547.98,3,210,0,1,Summer,209,3,0,2
2021-07-29,2021,7,29,3,Home & Garden,West,514.75,7,False,False,False,True,514.75,3,210,0,1,Summer,209,3,3,2
2021-07-29,2021,7,29,3,Sports & Outdoors,North,465.33,8,False,False,False,True,465.33,3,210,0,1,Summer,209,4,1,2
2021-07-29,2021,7,29,3,Sports & Outdoors,South,620.53,9,False,False,False,True,620.53,3,210,0,1,Summer,209,4,2,2
2021-07-29,2021,7,29,3,Sports & Outdoors,East,512.61,9,False,False,False,True,512.61,3,210,0,1,Summer,209,4,0,2
2021-07-29,2021,7,29,3,Sports & Outdoors,West,512.77,7,False,False,False,True,512.77,3,210,0,1,Summer,209,4,3,2
2021-07-29,2021,7,29,3,Books,North,442.87,21,True,False,False,True,442.87,3,210,0,1,Summer,209,0,1,2
2021-07-29,2021,7,29,3,Books,South,433.91,17,False,False,False,True,433.91,3,210,0,1,Summer,209,0,2,2
2021-07-29,2021,7,29,3,Books,East,390.89,19,False,False,False,True,390.89,3,210,0,1,Summer,209,0,0,2
2021-07-29,2021,7,29,3,Books,West,391.5,20,False,False,False,True,391.5,3,210,0,1,Summer,209,0,3,2
2021-07-30,2021,7,30,4,Electronics,North,331.46,0,False,False,False,True,331.46,3,211,0,1,Summer,210,2,1,2
2021-07-30,2021,7,30,4,Electronics,South,420.91,0,False,False,False,True,420.91,3,211,0,1,Summer,210,2,2,2
2021-07-30,2021,7,30,4,Electronics,East,400.99,0,False,False,False,True,400.99,3,211,0,1,Summer,210,2,0,2
2021-07-30,2021,7,30,4,Electronics,West,376.98,0,False,False,False,True,376.98,3,211,0,1,Summer,210,2,3,2
2021-07-30,2021,7,30,4,Clothing,North,325.2,7,False,False,False,True,325.2,3,211,0,1,Summer,210,1,1,2
2021-07-30,2021,7,30,4,Clothing,South,451.85,10,False,False,False,True,451.85,3,211,0,1,Summer,210,1,2,2
2021-07-30,2021,7,30,4,Clothing,East,329.62,6,False,False,False,True,329.62,3,211,0,1,Summer,210,1,0,2
2021-07-30,2021,7,30,4,Clothing,West,374.94,8,False,False,False,True,374.94,3,211,0,1,Summer,210,1,3,2
2021-07-30,2021,7,30,4,Home & Garden,North,573.5,8,True,False,False,True,573.5,3,211,0,1,Summer,210,3,1,2
2021-07-30,2021,7,30,4,Home & Garden,South,599.31,8,False,False,False,True,599.31,3,211,0,1,Summer,210,3,2,2
2021-07-30,2021,7,30,4,Home & Garden,East,512.57,5,False,False,False,True,512.57,3,211,0,1,Summer,210,3,0,2
2021-07-30,2021,7,30,4,Home & Garden,West,519.08,6,False,False,False,True,519.08,3,211,0,1,Summer,210,3,3,2
2021-07-30,2021,7,30,4,Sports & Outdoors,North,505.07,9,False,False,False,True,505.07,3,211,0,1,Summer,210,4,1,2
2021-07-30,2021,7,30,4,Sports & Outdoors,South,619.56,10,False,False,False,True,619.56,3,211,0,1,Summer,210,4,2,2
2021-07-30,2021,7,30,4,Sports & Outdoors,East,533.57,8,False,False,False,True,533.57,3,211,0,1,Summer,210,4,0,2
2021-07-30,2021,7,30,4,Sports & Outdoors,West,519.78,7,False,False,False,True,519.78,3,211,0,1,Summer,210,4,3,2
2021-07-30,2021,7,30,4,Books,North,346.15,18,False,False,False,True,346.15,3,211,0,1,Summer,210,0,1,2
2021-07-30,2021,7,30,4,Books,South,453.56,22,False,False,False,True,453.56,3,211,0,1,Summer,210,0,2,2
2021-07-30,2021,7,30,4,Books,East,357.74,21,False,False,False,True,357.74,3,211,0,1,Summer,210,0,0,2
2021-07-30,2021,7,30,4,Books,West,411.62,18,False,False,False,True,411.62,3,211,0,1,Summer,210,0,3,2
2021-07-31,2021,7,31,5,Electronics,North,512.09,1,False,False,True,True,512.09,3,212,1,1,Summer,211,2,1,2
2021-07-31,2021,7,31,5,Electronics,South,603.63,1,False,False,True,True,603.63,3,212,1,1,Summer,211,2,2,2
2021-07-31,2021,7,31,5,Electronics,East,517.82,0,False,False,True,True,517.82,3,212,1,1,Summer,211,2,0,2
2021-07-31,2021,7,31,5,Electronics,West,475.64,0,False,False,True,True,475.64,3,212,1,1,Summer,211,2,3,2
2021-07-31,2021,7,31,5,Clothing,North,438.67,8,False,False,True,True,438.67,3,212,1,1,Summer,211,1,1,2
2021-07-31,2021,7,31,5,Clothing,South,567.07,11,False,False,True,True,567.07,3,212,1,1,Summer,211,1,2,2
2021-07-31,2021,7,31,5,Clothing,East,656.13,13,True,False,True,True,656.13,3,212,1,1,Summer,211,1,0,2
2021-07-31,2021,7,31,5,Clothing,West,507.2,8,False,False,True,True,507.2,3,212,1,1,Summer,211,1,3,2
2021-07-31,2021,7,31,5,Home & Garden,North,707.29,9,False,False,True,True,707.29,3,212,1,1,Summer,211,3,1,2
